"","Artist.Reputation","Height","Material","Base.Shipping.Price","International","Express.Shipment","Installation.Included","Transport","Fragile","Customer.Information","Weight_log","Price_of_Sculpture_log","Cost_log"
"2913",0.33,48,"Low_segment",24.31,"No","No","Yes","Roadways","No","Wealthy",7.63288550539513,2.26176309847379,5.9750048260693
"2914",0.83,15,"Medium_segment",86.26,"No","Yes","Yes","Airways","No","Working Class",8.88723835429314,3.43752931090955,7.5859969219051
"2915",0.75,25,"Medium_segment",51.83,"No","No","No","Waterways","No","Working Class",9.95322964443094,4.83659931688907,7.16380735575132
"2917",0.34,15,"Medium_segment",19.37,"No","No","No","Waterways","No","Working Class",7.84541603659248,1.7561322915849,5.30732666070562
"2918",0.63,20,"unknown",11.89,"No","No","No","unknown","Yes","Working Class",6.95272864462487,1.78170913337455,5.56563090160672
"2919",0.48,24,"Low_segment",24.59,"No","No","Yes","Roadways","No","Working Class",6.24027584517077,1.81807677754543,5.94594403180617
"2920",0.15,9,"unknown",11.03,"Yes","No","Yes","unknown","No","Working Class",3.98898404656427,1.17865499634165,4.66438204561994
"2921",0.46,41,"Medium_segment",91.4,"No","No","No","Roadways","No","Working Class",11.2318746901163,4.93079812085463,7.36737392042506
"2922",0.9,51,"Medium_segment",87.56,"No","No","Yes","Airways","No","Working Class",11.8529698851683,6.06124710670918,9.37824009898305
"2923",0.18,51,"Low_segment",66.88,"Yes","Yes","Yes","unknown","No","Working Class",8.82951909478078,2.6159349121944,6.30397336949478
"2924",0.04,8,"Low_segment",17.65,"No","Yes","Yes","unknown","No","Working Class",5.11799381241676,1.54329810992956,4.84284760707934
"2925",0.55,34,"Low_segment",17.84,"Yes","No","No","unknown","No","Working Class",6.51323011091231,1.79342474854712,5.78827679763264
"2926",0.44,18,"Low_segment",23.23,"No","No","Yes","Airways","No","Working Class",6.3919171133926,1.83577635464483,5.75438052741929
"2927",0.94,20,"unknown",13,"Yes","No","Yes","Waterways","No","Working Class",2.484906649788,1.75785791755237,5.68320554766737
"2928",0.09,29,"Low_segment",22.32,"No","No","Yes","Roadways","No","Working Class",6.08677472691231,1.64093657949347,5.20499520931666
"2929",0.42,9,"Low_segment",14.27,"Yes","No","Yes","Waterways","No","Working Class",5.48063892334199,1.31908561142644,5.1953983125402
"2930",0.61,19,"High_segment",62.66,"No","No","Yes","Roadways","No","Wealthy",10.3258097777107,4.01710348187865,7.17898017188182
"2931",0.95,6,"Medium_segment",14.3,"Yes","No","No","Waterways","No","Working Class",6.04737217904628,1.20597080698861,5.69292373132132
"2932",0.57,13,"Medium_segment",20.76,"Yes","Yes","No","Airways","No","Working Class",7.89431806384162,2.83380140640777,5.95785605593415
"2933",0.49,42,"unknown",75.05,"No","No","No","unknown","No","Working Class",10.0747481619707,3.46823278299831,6.97784088654883
"2934",0.89,48,"Medium_segment",68.3,"No","No","Yes","Waterways","No","Working Class",12.2102688292241,5.81281623568032,8.74100052237998
"2935",0.6,33,"Medium_segment",82.15,"No","No","No","Roadways","No","Working Class",11.7022722867009,5.49729116855504,7.84977223542717
"2937",0.65,23,"Medium_segment",72.33,"Yes","Yes","No","Airways","No","Wealthy",9.08591029359801,3.04166120544239,7.24930744801324
"2938",0.45,24,"Medium_segment",80.62,"No","Yes","No","Airways","No","Working Class",11.2198287598169,4.75703253529734,8.62299001187928
"2939",0.57,37,"Low_segment",25.22,"No","No","Yes","Waterways","No","Working Class",8.66388757056704,3.21245525706528,6.36960984456118
"2940",0.68,19,"Low_segment",22.17,"Yes","Yes","Yes","unknown","No","Wealthy",6.59850902861452,1.62334081760309,6.46021739445206
"2941",0.28,13,"High_segment",84.93,"No","No","Yes","Waterways","No","Working Class",10.3275454060016,2.94811641961233,6.36895875825212
"2942",0.4,38,"unknown",69.69,"No","No","No","unknown","No","Working Class",12.084351239665,5.57036536121585,7.49155065594778
"2943",0.15,28,"Low_segment",13.87,"No","No","No","unknown","Yes","Wealthy",7.74932246466036,1.92278773163446,5.25253517389291
"2944",0.33,12,"Medium_segment",19.9,"No","No","No","Roadways","No","Working Class",7.88683299895506,2.60859812213055,5.43485673068686
"2945",0.06,11,"High_segment",45.47,"Yes","No","No","Airways","No","Working Class",9.50248746138712,3.17136484219715,5.91824848477672
"2946",0.52,27,"Medium_segment",26.57,"No","No","No","Waterways","No","Working Class",10.5747213797842,3.76722842052491,6.41010909032826
"2947",0.22,48,"Medium_segment",73.97,"No","No","No","Waterways","No","Working Class",11.9201556810251,6.59894490091084,7.90900094147545
"2948",0.99,30,"Medium_segment",39.44,"No","No","No","Airways","No","Working Class",9.52522410185311,4.00259470361253,8.03132356018722
"2949",0.27,31,"High_segment",85.23,"Yes","Yes","No","Airways","No","Working Class",12.0655108833844,6.85658829240689,8.70345862755067
"2950",0.45,24,"unknown",11.3,"Yes","Yes","Yes","Airways","Yes","Wealthy",7.51152464839087,2.02419306744936,5.48400824081159
"2951",0.61,39,"Low_segment",11.13,"Yes","No","No","Roadways","No","Wealthy",8.47114925291483,2.63619609733423,6.12867977108613
"2952",0.42,11,"High_segment",50.99,"No","No","No","Waterways","No","Working Class",9.62832676063802,3.15529684322533,6.20631379559737
"2953",0.53,13,"High_segment",56.84,"Yes","No","No","Roadways","No","Working Class",11.7822042306201,6.17203457086313,8.04074644983004
"2954",0.8,34,"Medium_segment",21.27,"No","No","No","Roadways","No","Working Class",8.49084921607663,2.28949985344539,7.41900881118225
"2955",0.19,3,"Medium_segment",12.33,"Yes","No","Yes","Waterways","No","Working Class",3.49650756146648,1.91985947185537,5.0871023860991
"2956",0.64,14,"Low_segment",16.11,"No","Yes","No","Airways","Yes","Wealthy",6.76272950693188,1.71918877639322,5.98065634839138
"2957",0.58,24,"unknown",11.31,"No","No","No","Waterways","Yes","Working Class",7.65728279297819,1.69377906086785,5.60178666240015
"2958",0.7,8,"Medium_segment",17.48,"No","No","No","Roadways","No","Working Class",6.40687998606931,1.51512723296286,5.55183492171723
"2959",0.98,20,"High_segment",80.41,"No","No","No","Airways","No","Working Class",11.4200313640952,6.04661539157283,8.94514359974347
"2961",0.52,26,"High_segment",64.19,"No","No","No","unknown","No","Wealthy",13.6638524357992,8.1688859971479,9.42391831842069
"2962",0.64,6,"Low_segment",24.67,"No","No","No","Waterways","No","Working Class",4.04305126783455,1.66959183525385,5.57628995414092
"2963",0.07,20,"Low_segment",11.57,"No","Yes","No","unknown","No","Working Class",8.02731225331902,1.33762918913861,5.0014599961608
"2964",0.08,15,"unknown",10.87,"Yes","No","Yes","Waterways","No","Working Class",8.26204284396694,2.10900034392138,5.16889181910758
"2965",0.53,17,"Low_segment",18.32,"No","Yes","No","Airways","Yes","Wealthy",6.02344759296103,1.79508725932073,5.90093790790842
"2966",0.65,13,"High_segment",51.96,"Yes","No","No","Waterways","No","Working Class",10.8761775212594,5.7836405499016,7.52887463008295
"2967",0.63,12,"High_segment",29.96,"Yes","No","Yes","Airways","No","Wealthy",9.48151189230097,4.01908207772155,7.1172298337686
"2968",0.34,37,"High_segment",70.47,"Yes","Yes","Yes","unknown","Yes","Wealthy",14.635604877446,9.29179777080982,10.8068401465037
"2969",0.3,14,"Medium_segment",14.47,"Yes","No","No","Airways","No","Working Class",7.86825426552061,1.73871024813824,5.28071332059968
"2970",0.18,11,"Medium_segment",17.55,"Yes","Yes","Yes","Airways","No","Wealthy",7.23921497377981,1.90061387414014,5.50256348075778
"2971",0.45,20,"Medium_segment",49.19,"Yes","No","No","unknown","No","Working Class",8.78293635634926,2.73436750941958,6.71092497753551
"2972",0.24,18,"Low_segment",21.32,"No","No","No","Roadways","Yes","Working Class",6.35957386867238,1.21491274436427,5.0976077814408
"2974",0.52,35,"High_segment",59.35,"No","Yes","No","unknown","No","Wealthy",14.5190995327479,7.94404880325099,9.75968761843481
"2975",0.65,25,"High_segment",51.75,"No","No","Yes","unknown","No","Wealthy",13.2805373813692,7.88664890988548,9.29301837344154
"2976",0.59,19,"Low_segment",13.93,"Yes","Yes","No","Airways","Yes","Working Class",8.02731225331902,1.68268837417369,6.08554670046912
"2977",0.01,26,"Low_segment",17.8,"Yes","Yes","No","Airways","No","Wealthy",7.61480536471107,1.83577635464483,5.05751887999511
"2978",0.13,34,"High_segment",29.79,"Yes","Yes","Yes","Airways","No","Wealthy",14.3344424370833,8.00986810029715,10.2333569669969
"2979",0.4,39,"unknown",20.11,"Yes","No","No","Airways","Yes","Working Class",7.57558465155779,1.73871024813824,5.80254124667947
"2980",0.61,5,"Low_segment",11.87,"No","Yes","No","unknown","No","Working Class",2.94443897916644,1.77155676191054,5.06808625773193
"2981",0.68,26,"Low_segment",15.34,"No","No","No","Waterways","No","Working Class",6.65929391968364,1.62924053973028,5.72867019016398
"2982",0.72,13,"Low_segment",10.14,"No","No","No","Roadways","Yes","Working Class",6.71174039505618,1.93730177451871,5.66479906667715
"2983",0.24,11,"High_segment",63.12,"No","No","Yes","unknown","No","Working Class",9.7883572452825,3.94294010806287,6.37857897333688
"2984",0.79,20,"Low_segment",15.76,"No","No","Yes","unknown","Yes","Wealthy",6.64768837356333,1.42069578783722,5.89023437869892
"2985",0.91,16,"Medium_segment",13.56,"No","No","Yes","Roadways","No","Working Class",8.45829208349608,2.99373027088332,6.10949199733713
"2986",0.65,20,"Low_segment",22.53,"Yes","No","Yes","unknown","No","Working Class",7.11639414409346,1.37371557891303,6.35466564927477
"2987",0.33,29,"Low_segment",24.12,"No","Yes","No","Roadways","No","Wealthy",6.45833828334479,1.94448055624572,5.59038978730111
"2988",0.34,5,"unknown",14.82,"No","No","No","Roadways","No","Working Class",8.02731225331902,1.70474809223843,5.4204464997811
"2989",0.79,9,"Low_segment",16.93,"No","No","No","Roadways","Yes","Working Class",5.50938833662798,1.85473426838944,5.90536184805457
"2990",0.1,36,"Low_segment",14.96,"Yes","Yes","No","Airways","Yes","Working Class",7.83755436088108,1.6467336971778,5.45506467222256
"2991",0.33,25,"Medium_segment",98.26,"No","No","No","Roadways","No","Working Class",9.43588104789011,4.19554644273107,6.93245764762248
"2992",0.27,18,"Low_segment",13.44,"No","No","Yes","Roadways","Yes","Working Class",7.96102146588337,2.3494686788929,5.54427860314269
"2994",0.58,20,"Medium_segment",13.71,"Yes","No","No","Waterways","No","Wealthy",8.02731225331902,1.94591014905531,5.83988555764854
"2995",0.33,23,"Medium_segment",14.06,"Yes","No","Yes","Waterways","No","Working Class",8.10379671298179,1.87487437593856,5.41738846118905
"2996",0.36,15,"unknown",44.47,"No","No","No","Roadways","No","Wealthy",11.5874297871383,6.06576000168578,7.44751815264273
"2997",0.74,16,"unknown",21.65,"Yes","Yes","Yes","Airways","No","Working Class",7.40610338123702,1.92424865227413,6.6033745569073
"2998",0.04,24,"High_segment",38.47,"Yes","No","Yes","Waterways","No","Working Class",11.9835538989848,5.46881934653665,6.35837938393315
"2999",0.45,31,"Low_segment",45.46,"Yes","No","No","Waterways","Yes","Working Class",8.02731225331902,3.14069804380418,5.78597671228219
"3000",0.01,33,"Medium_segment",63.86,"No","No","No","Roadways","No","Working Class",12.1356287217759,5.37745196971176,6.64467475806423
"3001",0.58,8,"High_segment",84.32,"No","No","Yes","Airways","No","Working Class",8.88225288488936,3.29768700529249,6.7858926832248
"3002",0.28,13,"Low_segment",16.55,"No","Yes","Yes","unknown","No","Working Class",5.88332238848828,1.35066718347674,5.05477976308044
"3003",0.47,25,"Low_segment",10.36,"Yes","Yes","No","unknown","No","Wealthy",8.02731225331902,1.15688119679209,5.47100937436615
"3004",0.69,23,"unknown",33.31,"No","No","Yes","Roadways","No","Working Class",13.182372280293,5.85656078464318,8.41391938595241
"3005",0.12,20,"Medium_segment",24.79,"No","No","No","Waterways","No","Wealthy",8.03980234373648,1.20896034583698,5.27058639280973
"3006",0.11,39,"Medium_segment",74.97,"No","Yes","Yes","Airways","No","Working Class",10.8694442554251,5.25169734591281,6.81738189313256
"3007",0.44,14,"High_segment",78.26,"No","No","No","Roadways","No","Working Class",10.2766016304266,4.40842510852841,7.33169533602587
"3008",0.32,7,"Medium_segment",20.63,"No","No","No","Roadways","No","Working Class",5.53338948872752,1.4747630091075,5.21433775275276
"3009",0.62,8,"High_segment",20.03,"Yes","Yes","No","Airways","No","Working Class",7.35627987655075,1.87946504964716,5.98047943104923
"3010",0.67,24,"Medium_segment",17.04,"No","No","No","Waterways","No","Wealthy",8.43032725839458,2.59972232421658,5.94620564070237
"3011",0.14,20,"Medium_segment",21.49,"Yes","Yes","No","Airways","No","Working Class",7.454719949364,1.50185270175416,5.31497780744114
"3012",0.61,28,"Low_segment",19.81,"No","No","Yes","Roadways","No","Working Class",6.59441345974978,1.34025042261848,5.83249812351161
"3013",0.28,23,"Low_segment",15.44,"Yes","No","No","Roadways","No","Working Class",6.87523208727658,1.70656462316482,5.32729347478455
"3014",0.51,12,"High_segment",64.95,"No","No","No","Waterways","No","Working Class",10.5258098273158,4.47449186234598,7.67301844901501
"3015",0.12,21,"High_segment",61.12,"Yes","No","No","Waterways","No","Working Class",11.8725490573691,6.27945907074181,7.10975690654292
"3016",0.1,21,"Low_segment",23.75,"No","No","Yes","Roadways","No","Working Class",5.40267738187228,1.41585316336144,5.08016135674487
"3017",0.42,14,"Low_segment",23.11,"No","No","No","Roadways","No","Working Class",5.17048399503815,1.92278773163446,5.54470858458194
"3018",0.71,25,"Medium_segment",61.49,"No","No","No","unknown","No","Working Class",8.65660724719891,3.50375396998725,7.00272903856716
"3019",0.94,32,"Low_segment",24.08,"No","No","Yes","Roadways","No","Working Class",7.82364593083495,1.85629799036563,7.26176567616703
"3020",0.45,27,"Low_segment",24.52,"No","No","No","unknown","No","Working Class",7.28619171470238,1.61342993370364,4.95899106094392
"3021",0.77,23,"Low_segment",18.52,"No","No","No","Roadways","No","Working Class",6.62539236800796,1.69009581545155,6.09519373287046
"3022",0.16,36,"Medium_segment",89.79,"No","Yes","No","Roadways","No","Working Class",10.5606447953629,5.11673553608908,6.53489287941798
"3023",0.4,13,"Low_segment",13.27,"No","Yes","No","Roadways","No","Working Class",4.68213122712422,1.68639895357023,5.01827272122547
"3024",0.22,42,"Medium_segment",85.95,"Yes","Yes","No","Airways","No","Wealthy",12.2048719249537,6.26841423298072,8.11446234181399
"3026",0.41,6,"Low_segment",23.27,"Yes","Yes","Yes","Airways","No","Wealthy",4.11087386417331,1.29746314741327,5.51749305630086
"3027",0.12,37,"Medium_segment",82.75,"No","Yes","No","Airways","No","Wealthy",10.8321612974556,5.29831736654804,6.93376409816319
"3028",0.67,8,"High_segment",11.51,"No","No","No","unknown","No","Working Class",8.26410576372896,2.02551319965428,5.87966668948615
"3030",0.86,12,"High_segment",73.85,"No","No","Yes","Airways","No","Wealthy",8.02731225331902,3.40751074371875,7.42846984557848
"3031",0.06,16,"Medium_segment",60.43,"No","Yes","Yes","Airways","No","Working Class",8.5921151179335,1.51072193949494,5.8893764490242
"3032",0.18,7,"Low_segment",14.52,"Yes","No","Yes","Waterways","No","Working Class",4.24849524204936,1.36353737399727,4.84119047511598
"3033",0.6,24,"High_segment",68.46,"Yes","Yes","Yes","Airways","No","Wealthy",12.8641339526926,7.68841870906212,9.39295688526619
"3034",0.55,3,"Medium_segment",11.14,"No","Yes","Yes","Airways","No","Wealthy",4.24849524204936,1.43508452528932,5.30410061130376
"3035",0.1,19,"High_segment",37.14,"No","Yes","No","Roadways","No","Wealthy",10.9548160418974,4.89836205161347,6.5177894343209
"3036",1,8,"Low_segment",19.45,"Yes","Yes","Yes","Airways","Yes","Working Class",5.49306144334055,1.20896034583698,6.16150263673509
"3037",0.47,35,"Low_segment",15.69,"Yes","No","Yes","Waterways","No","Working Class",7.33888813383888,1.79840401194672,5.60782208351029
"3038",0.12,16,"Medium_segment",88.32,"Yes","Yes","Yes","Airways","No","Working Class",8.65416864644332,2.1540850846756,6.40499702629391
"3039",0.26,21,"unknown",22.59,"No","Yes","No","Airways","Yes","Working Class",6.91572344863131,1.12492959698548,5.26227559520077
"3040",0.82,12,"Low_segment",24.75,"Yes","No","Yes","Waterways","No","Working Class",5.91889385427315,1.75267208052001,6.18016157068782
"3041",0.77,17,"High_segment",65.8,"No","No","Yes","Airways","No","Working Class",12.1472298727774,5.19140008420196,7.98399925178824
"3042",0.45,25,"High_segment",74.85,"No","Yes","Yes","Roadways","No","Working Class",13.8832224760473,8.3084775553581,10.119811100406
"3043",0.49,15,"Low_segment",22.95,"No","No","No","unknown","Yes","Working Class",6.29341927884648,1.36353737399727,5.5951945342393
"3044",0.27,16,"Medium_segment",14.04,"No","No","No","Waterways","No","Working Class",8.17131687471973,1.91839212016142,5.11343252735092
"3045",0.45,9,"Medium_segment",16.99,"No","No","No","Waterways","No","Working Class",8.02731225331902,1.29746314741327,5.09711875398439
"3046",0.68,12,"Medium_segment",21.59,"No","No","No","Roadways","No","Working Class",7.85902697975154,2.25339484880327,6.75676958529804
"3047",0.3,35,"Low_segment",13.81,"No","Yes","Yes","Airways","Yes","Working Class",8.33686963728496,2.87186828633161,6.03205451471207
"3048",0.45,20,"Low_segment",10.88,"No","No","No","Roadways","No","Working Class",4.77912349311153,1.30833281965018,5.1040041969017
"3049",0.45,30,"Medium_segment",97.75,"Yes","No","No","Waterways","No","Working Class",9.32652212626559,3.71064094589545,7.27427163695173
"3050",0.8,26,"High_segment",85.77,"No","No","No","Roadways","No","Working Class",11.3085545989793,5.80766189403223,8.0757630247554
"3051",0.25,25,"High_segment",54.99,"No","No","No","Roadways","No","Working Class",11.3009196580665,5.01230057341532,6.43816756323239
"3052",0.45,14,"unknown",20.78,"Yes","No","No","Waterways","No","Wealthy",7.4593388952203,2.002830439308,5.39135223251523
"3053",0.76,10,"unknown",20.25,"No","No","No","Roadways","No","Wealthy",8.50004703258127,3.57487053750207,6.3456363608286
"3054",0.07,35,"Low_segment",19.35,"Yes","No","Yes","Waterways","No","Working Class",6.62671774924902,1.69377906086785,5.18950646068986
"3055",0.22,15,"Low_segment",16.3,"No","Yes","Yes","Airways","Yes","Wealthy",6.24804287450843,1.62924053973028,5.35247405749999
"3056",0.44,17,"Low_segment",13.72,"Yes","No","No","Airways","Yes","Working Class",7.16857989726403,1.49290409617815,5.50545347971643
"3057",0.51,26,"Low_segment",22.11,"No","Yes","No","Airways","Yes","Wealthy",7.81802793853073,2.09433015417359,6.48966075447383
"3058",0.17,12,"Medium_segment",13.07,"No","No","Yes","Roadways","No","Working Class",7.30451594646016,1.79009141212736,5.15097677864933
"3059",0.45,20,"Low_segment",16.39,"Yes","No","No","unknown","Yes","Working Class",4.40671924726425,1.88858365386359,5.03109130266364
"3060",0.28,16,"Low_segment",18.64,"No","No","No","Airways","Yes","Working Class",5.85507192220243,1.16627093714192,5.07972593858105
"3061",0.45,20,"Medium_segment",10.06,"No","No","Yes","Waterways","No","Working Class",6.16541785423142,1.90359895098359,4.87099001158274
"3062",0.4,32,"Medium_segment",74.45,"Yes","No","No","Airways","No","Working Class",9.61893391475888,4.24233343993555,7.00059878267718
"3063",0.29,42,"High_segment",35.67,"Yes","No","No","unknown","Yes","Wealthy",14.4145333054443,7.86625456366017,9.26021090471822
"3064",0.63,20,"Low_segment",21.65,"Yes","No","No","Waterways","No","Working Class",7.82484569102686,2.89591193827178,6.15513406442565
"3065",0.96,25,"High_segment",97.86,"Yes","No","Yes","unknown","No","Wealthy",8.02731225331902,7.95655037626887,9.53666125754102
"3066",0.17,12,"unknown",21.87,"Yes","No","No","Airways","No","Working Class",4.97673374242057,1.82937633279936,5.08555722061351
"3067",0.04,20,"Medium_segment",75.91,"No","No","No","Roadways","No","Working Class",8.02731225331902,2.52011290552262,5.83188247728352
"3068",0.37,18,"unknown",11.64,"No","No","Yes","unknown","No","Working Class",6.1779441140506,1.11841491596429,5.08685532000766
"3069",0.73,9,"Low_segment",24.26,"No","No","Yes","Waterways","No","Working Class",4.60517018598809,1.30833281965018,5.78012604124353
"3070",0.45,3,"Low_segment",11.79,"No","Yes","Yes","unknown","No","Working Class",2.77258872223978,1.48613969608961,4.70646243746996
"3071",0.56,39,"Low_segment",17,"Yes","No","No","Waterways","No","Working Class",8.11282747875137,1.77155676191054,5.84739207774572
"3072",0.15,13,"Medium_segment",12.25,"No","Yes","Yes","Airways","No","Working Class",8.22764270790443,1.81319474994812,5.25253517389291
"3073",0.62,10,"Medium_segment",22.87,"Yes","No","Yes","Roadways","No","Working Class",6.80239476332431,1.66959183525385,5.8644547000451
"3074",0.59,30,"Medium_segment",27.58,"No","No","No","Roadways","No","Working Class",9.42577428022034,3.41378449716763,6.42360404263033
"3075",0.43,21,"High_segment",32.23,"Yes","No","No","Airways","No","Working Class",11.6793293382918,6.8296207495779,9.60393800601929
"3076",0.6,21,"High_segment",51.43,"Yes","No","No","Airways","No","Working Class",11.9828665922628,7.20933286012585,7.97603206385413
"3077",0.14,14,"unknown",82.31,"No","No","No","Roadways","No","Working Class",10.6463292501199,4.72924450109002,6.26114811385709
"3078",0.1,21,"Low_segment",18.8,"Yes","No","Yes","Waterways","No","Wealthy",6.07304453410041,1.55392520250384,5.06120165766694
"3079",0.55,21,"Low_segment",18.82,"No","Yes","No","Roadways","No","Wealthy",6.41345895716736,1.59736533119983,5.69211466978852
"3080",0.12,51,"High_segment",99.33,"No","No","Yes","unknown","No","Working Class",16.1328090756938,9.77676890040476,10.3443217349817
"3081",0.04,24,"Low_segment",11.48,"No","Yes","No","Roadways","No","Working Class",5.8348107370626,1.26976054486394,4.47232427265466
"3082",0.91,37,"Medium_segment",74.58,"No","No","No","unknown","No","Wealthy",10.7053994478875,6.02172698523487,9.05516733638799
"3083",0.03,24,"Medium_segment",11.84,"Yes","No","No","Waterways","No","Working Class",8.01730750768858,1.66770682055808,4.99002434019213
"3084",0.79,30,"High_segment",36.71,"No","No","Yes","Waterways","No","Working Class",14.7151864242268,9.42675573974059,10.2087399832126
"3085",0.83,15,"Low_segment",20.07,"Yes","No","No","Waterways","No","Wealthy",5.21493575760899,1.30833281965018,6.09892785035751
"3086",0.68,46,"unknown",12.32,"No","Yes","Yes","unknown","No","Wealthy",6.7719355558396,1.87180217690159,6.50428817353665
"3087",0.47,12,"High_segment",96.56,"No","Yes","No","Airways","No","Working Class",11.5070482277974,5.03792615433216,7.34807903615767
"3088",0.43,46,"High_segment",38.37,"No","No","No","Roadways","Yes","Working Class",8.02731225331902,8.1718226823343,9.76419042711683
"3089",0.02,20,"Medium_segment",57.61,"Yes","Yes","No","Airways","No","Working Class",8.59155827337154,1.76130026174335,5.74993424067735
"3090",0.94,31,"unknown",87.85,"No","No","No","Roadways","No","Working Class",12.5556867200983,6.34451292299102,9.60657904715384
"3091",0.45,29,"Low_segment",13.52,"Yes","Yes","Yes","Airways","No","Working Class",6.64639051484773,1.71379792775834,6.86232895076735
"3092",0.02,23,"Medium_segment",82.23,"Yes","No","No","Waterways","No","Working Class",9.27846620102378,2.92852352386054,5.91079664404053
"3093",0.53,3,"Low_segment",24.45,"Yes","Yes","No","Airways","No","Working Class",2.30258509299405,1.36353737399727,5.21705307971707
"3094",0.06,19,"Low_segment",13.1,"Yes","Yes","No","Airways","No","Working Class",6.34738920965601,1.85159946958407,4.77415317834287
"3095",0.45,13,"unknown",53.16,"No","Yes","Yes","Airways","No","Working Class",10.5004816981892,4.49602473872729,7.3402322593371
"3096",0.33,30,"Low_segment",21.3,"No","No","No","Roadways","No","Working Class",7.60638738977265,1.38629436111989,5.49593796063116
"3097",0.77,12,"Low_segment",24.02,"No","Yes","Yes","unknown","Yes","Wealthy",7.07749805356923,1.09861228866811,6.36149244225741
"3098",0.54,20,"High_segment",71.24,"Yes","No","No","Waterways","No","Working Class",12.6343358899143,5.20614725157591,7.07797051578104
"3099",0.51,3,"Medium_segment",17.01,"No","No","Yes","Waterways","No","Working Class",3.93182563272433,1.20297230399235,5.13597489206939
"3100",0.56,5,"High_segment",24.09,"No","Yes","No","unknown","No","Wealthy",8.06589354696427,1.47017584510059,5.81135055185603
"3101",0.93,20,"Medium_segment",39.83,"No","No","No","Roadways","No","Working Class",9.18132342290569,4.10594369806545,8.20255915596306
"3102",0.31,24,"Low_segment",23.57,"No","Yes","No","Airways","Yes","Wealthy",7.69712131728263,1.69561560867515,5.75292178421649
"3103",0.91,18,"unknown",24.83,"Yes","Yes","No","unknown","No","Working Class",7.0833878476253,2.41502052232383,6.79237809693766
"3104",0.6,16,"Low_segment",20.7,"Yes","No","Yes","Airways","No","Working Class",4.96284463025991,1.47704872438835,5.7929526309153
"3105",0.37,20,"Low_segment",19.2,"No","No","No","Roadways","No","Working Class",6.39359075395063,1.40609698841607,5.24217020592504
"3106",0.5,3,"Low_segment",11.35,"No","Yes","Yes","Airways","Yes","Wealthy",2.77258872223978,1.62136648329937,5.18464462205946
"3107",0.7,21,"Low_segment",17.84,"No","No","Yes","unknown","Yes","Working Class",7.80506704425849,2.44408465526775,6.12492406214937
"3108",0.13,33,"Low_segment",13.08,"No","No","No","Roadways","No","Working Class",7.33106030521863,1.69193913394584,4.9111832151246
"3109",0.13,11,"Medium_segment",23.73,"No","No","No","Roadways","No","Wealthy",7.76004068088038,1.85629799036563,5.23883271971314
"3110",0.25,35,"Low_segment",18.3,"No","No","Yes","Roadways","No","Working Class",7.74543561027438,2.57870052907436,5.43232364639577
"3111",0.77,33,"Low_segment",20.14,"Yes","Yes","No","Airways","No","Working Class",8.1285852003745,3.45062226498968,7.04384963440977
"3112",0.15,20,"Low_segment",24.54,"No","No","Yes","unknown","No","Working Class",6.00635315960173,1.23837423104327,5.17694038038144
"3113",0.74,6,"Low_segment",13.7,"No","No","Yes","Roadways","No","Working Class",4.0943445622221,1.83418018511201,5.67046695812493
"3114",0.42,20,"unknown",51.01,"No","No","No","Waterways","No","Working Class",12.4887220754539,6.09266642761695,7.44994002518788
"3115",0.31,19,"High_segment",61.41,"No","No","No","unknown","No","Working Class",8.02731225331902,4.59592760462116,6.91927862941678
"3116",0.23,20,"Low_segment",22.38,"No","Yes","No","Airways","Yes","Working Class",7.19818357710194,1.10194007876078,5.3698004681699
"3117",0.39,9,"unknown",22.25,"No","No","No","Roadways","No","Working Class",8.02731225331902,1.84530023615608,5.49441854675036
"3118",0.33,22,"High_segment",95.91,"No","No","No","Roadways","No","Working Class",11.102834674872,4.71858815302365,6.76955012418412
"3119",0.47,18,"Low_segment",22.6,"No","Yes","Yes","unknown","No","Wealthy",6.12905021006055,1.46325540225602,5.70571394150595
"3120",0.05,30,"High_segment",63.79,"Yes","No","No","Waterways","No","Working Class",13.9747920526205,7.30198416316423,7.44927110355183
"3121",0.62,29,"High_segment",48.17,"No","No","No","unknown","No","Working Class",8.02731225331902,6.96615625385661,8.09241069826283
"3122",0.14,23,"Medium_segment",99.5,"Yes","No","Yes","Airways","No","Working Class",9.23386156701753,2.6253929674212,6.5267144547845
"3123",0.53,26,"unknown",16.7,"No","Yes","No","Roadways","Yes","Working Class",7.97349996402463,2.84723226523555,5.89934925820018
"3124",0.36,10,"Low_segment",20.71,"No","No","No","Airways","No","Working Class",8.02731225331902,1.12817109090965,5.18800014223717
"3125",0.11,34,"Low_segment",18.97,"No","No","Yes","Roadways","No","Working Class",7.96797317966293,1.66203036255327,5.25916065134684
"3126",0.63,35,"High_segment",70.93,"No","No","Yes","Roadways","No","Working Class",8.02731225331902,9.49639261698048,10.4165868894562
"3127",0.55,33,"Medium_segment",96.17,"Yes","No","Yes","Waterways","No","Working Class",9.10386812746567,2.7239235502585,7.26988830047863
"3128",0.39,18,"Low_segment",24.97,"Yes","No","No","Waterways","No","Working Class",6.17170059741091,1.39871688111845,5.55388938508158
"3129",0.7,19,"High_segment",35.75,"No","Yes","No","Roadways","No","Working Class",11.2848949920826,5.83979827857364,7.9112360385536
"3130",0.31,20,"Medium_segment",90.98,"No","No","Yes","Roadways","No","Working Class",10.0113100350649,3.12280535611747,6.85445998192391
